sent_id,item_id,verb,sentence_type,np_order,target,option_1,option_2,answer_option,prompt_1,prompt_2,prompt,answer,raw_probs
1,1,scold,IC,high_sg,Anna scolded the chef of the aristocrats who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Anna scolded the chef of the aristocrats who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Anna scolded the chef of the aristocrats who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Anna scolded the chef of the aristocrats who ___ . Options: 1) was, 2) were. Answer: ",Answer: 1) was,"[ChatCompletionTokenLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-0.6791228, top_logprobs=[TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-0.6791228), TopLogprob(token='1', bytes=[49], logprob=-1.5787753), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.8713683), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.257719), TopLogprob(token='2', bytes=[50], logprob=-3.9161701)]), ChatCompletionTokenLogprob(token=':', bytes=[58], logprob=-1.4021238e-05, top_logprobs=[TopLogprob(token=':', bytes=[58], logprob=-1.4021238e-05), TopLogprob(token=' ', bytes=[32], logprob=-11.259639), TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-14.431903), TopLogprob(token=' :', bytes=[32, 58], logprob=-15.1740675), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-16.686907)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.0003651402, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.0003651402), TopLogprob(token=' \n\n', bytes=[32, 10, 10], logprob=-8.48474), TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-10.262979), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-10.444779), TopLogprob(token=' \n', bytes=[32, 10], logprob=-10.496625)]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.0027084653, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.0027084653), TopLogprob(token='2', bytes=[50], logprob=-5.9682884), TopLogprob(token=' ', bytes=[32], logprob=-8.86293), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-13.251802), TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-13.870077)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.0012184517, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.0012184517), TopLogprob(token='<|end|>', bytes=None, logprob=-7.000419), TopLogprob(token=' (', bytes=[32, 40], logprob=-8.902139), TopLogprob(token='.', bytes=[46], logprob=-9.024009), TopLogprob(token=' -', bytes=[32, 45], logprob=-11.120407)]), ChatCompletionTokenLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.00020938137, top_logprobs=[TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.00020938137), TopLogprob(token=' Anna', bytes=[32, 65, 110, 110, 97], logprob=-9.220741), TopLogprob(token=' ', bytes=[32], logprob=-9.739231), TopLogprob(token=' ""', bytes=[32, 34], logprob=-10.117832), TopLogprob(token='was', bytes=[119, 97, 115], logprob=-12.690767)])]"
2,1,study,nonIC,high_sg,Anna studied with the chef of the aristocrats who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Anna studied with the chef of the aristocrats who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Anna studied with the chef of the aristocrats who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Anna studied with the chef of the aristocrats who ___ . Options: 1) were, 2) was. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.55665606, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.55665606), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.8513052), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.9746935), TopLogprob(token='1', bytes=[49], logprob=-2.5936587), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.993271)])]"
3,2,stare,IC,high_sg,John stared at the teacher of the second graders who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: John stared at the teacher of the second graders who ___ . Options: 1) was, 2) were. Answer: ","Sentence: John stared at the teacher of the second graders who ___ . Options: 1) were, 2) was. Answer: ","Sentence: John stared at the teacher of the second graders who ___ . Options: 1) were, 2) was. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.3005818, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.3005818), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.5034417), TopLogprob(token='1', bytes=[49], logprob=-1.5719289), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.7141274), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.2459688)])]"
4,2,live,nonIC,high_sg,John lived next to the teacher of the second graders who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: John lived next to the teacher of the second graders who ___ . Options: 1) was, 2) were. Answer: ","Sentence: John lived next to the teacher of the second graders who ___ . Options: 1) were, 2) was. Answer: ","Sentence: John lived next to the teacher of the second graders who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.8050593, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.8050593), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.1309527), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.8941706), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-3.053259), TopLogprob(token='2', bytes=[50], logprob=-3.5748386)])]"
5,3,assist,IC,high_sg,Jenny assisted the maid of the executives who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Jenny assisted the maid of the executives who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Jenny assisted the maid of the executives who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Jenny assisted the maid of the executives who ___ . Options: 1) was, 2) were. Answer: ",Answer: 1) was,"[ChatCompletionTokenLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-0.7362906, top_logprobs=[TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-0.7362906), TopLogprob(token='1', bytes=[49], logprob=-1.0287539), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-2.269795), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-3.111342), TopLogprob(token='2', bytes=[50], logprob=-4.468203)]), ChatCompletionTokenLogprob(token=':', bytes=[58], logprob=-5.080963e-06, top_logprobs=[TopLogprob(token=':', bytes=[58], logprob=-5.080963e-06), TopLogprob(token=' ', bytes=[32], logprob=-12.327155), TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-14.736806), TopLogprob(token=' :', bytes=[32, 58], logprob=-15.57764), TopLogprob(token=':\n', bytes=[58, 10], logprob=-17.203682)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.00070373365, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.00070373365), TopLogprob(token=' \n\n', bytes=[32, 10, 10], logprob=-7.651127), TopLogprob(token=' \n', bytes=[32, 10], logprob=-9.384436), TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-10.15414), TopLogprob(token=' Option', bytes=[32, 79, 112, 116, 105, 111, 110], logprob=-10.649784)]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.004907939, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.004907939), TopLogprob(token='2', bytes=[50], logprob=-5.3718038), TopLogprob(token=' ', bytes=[32], logprob=-8.315184), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-13.141949), TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-13.690783)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.0013779717, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.0013779717), TopLogprob(token='<|end|>', bytes=None, logprob=-6.760558), TopLogprob(token='.', bytes=[46], logprob=-9.098409), TopLogprob(token=' (', bytes=[32, 40], logprob=-9.350348), TopLogprob(token=' -', bytes=[32, 45], logprob=-11.7111635)]), ChatCompletionTokenLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.0003241415, top_logprobs=[TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.0003241415), TopLogprob(token=' Jenny', bytes=[32, 74, 101, 110, 110, 121], logprob=-8.971565), TopLogprob(token=' ', bytes=[32], logprob=-9.247999), TopLogprob(token=' ""', bytes=[32, 34], logprob=-9.571379), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-11.8353195)])]"
6,3,joke,nonIC,high_sg,Jenny joked with the maid of the executives who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Jenny joked with the maid of the executives who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Jenny joked with the maid of the executives who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Jenny joked with the maid of the executives who ___ . Options: 1) were, 2) was. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.2741128, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.2741128), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.3218938), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.3655435), TopLogprob(token='1', bytes=[49], logprob=-2.180811), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.5849228)])]"
7,4,trust,IC,high_sg,Nick trusted the captain of the sailors who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Nick trusted the captain of the sailors who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Nick trusted the captain of the sailors who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Nick trusted the captain of the sailors who ___ . Options: 1) have, 2) has. Answer: ",The correct answer is 2) has.,"[ChatCompletionTokenLogprob(token='The', bytes=[84, 104, 101], logprob=-0.85234785, top_logprobs=[TopLogprob(token='The', bytes=[84, 104, 101], logprob=-0.85234785), TopLogprob(token='1', bytes=[49], logprob=-1.8294272), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-1.9445224), TopLogprob(token='2', bytes=[50], logprob=-2.007997), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-2.135038)]), ChatCompletionTokenLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.0028246085, top_logprobs=[TopLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.0028246085), TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-6.8169193), TopLogprob(token=' best', bytes=[32, 98, 101, 115, 116], logprob=-6.885172), TopLogprob(token=' sentence', bytes=[32, 115, 101, 110, 116, 101, 110, 99, 101], logprob=-7.32028), TopLogprob(token=' gramm', bytes=[32, 103, 114, 97, 109, 109], logprob=-11.376421)]), ChatCompletionTokenLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.042558435, top_logprobs=[TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.042558435), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-3.2038286), TopLogprob(token=' response', bytes=[32, 114, 101, 115, 112, 111, 110, 115, 101], logprob=-7.806465), TopLogprob(token=' choice', bytes=[32, 99, 104, 111, 105, 99, 101], logprob=-7.863516), TopLogprob(token=' Answer', bytes=[32, 65, 110, 115, 119, 101, 114], logprob=-8.809937)]), ChatCompletionTokenLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.0021165966, top_logprobs=[TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.0021165966), TopLogprob(token=' would', bytes=[32, 119, 111, 117, 108, 100], logprob=-6.7441287), TopLogprob(token=' in', bytes=[32, 105, 110], logprob=-8.023547), TopLogprob(token=' based', bytes=[32, 98, 97, 115, 101, 100], logprob=-8.454473), TopLogprob(token=' to', bytes=[32, 116, 111], logprob=-8.4810705)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.16228598, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.16228598), TopLogprob(token=':', bytes=[58], logprob=-2.0612385), TopLogprob(token=' ""', bytes=[32, 34], logprob=-5.059428), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-5.231778), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-5.3149004)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.22894478, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.22894478), TopLogprob(token='1', bytes=[49], logprob=-1.5871372), TopLogprob(token=' ', bytes=[32], logprob=-9.197655), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-11.876101), TopLogprob(token=' ""', bytes=[32, 34], logprob=-12.990664)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.000120708515, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.000120708515), TopLogprob(token='.', bytes=[46], logprob=-9.31791), TopLogprob(token=':', bytes=[58], logprob=-11.111291), TopLogprob(token=' -', bytes=[32, 45], logprob=-12.079066), TopLogprob(token=',', bytes=[44], logprob=-13.029901)]), ChatCompletionTokenLogprob(token=' has', bytes=[32, 104, 97, 115], logprob=-0.00031472807, top_logprobs=[TopLogprob(token=' has', bytes=[32, 104, 97, 115], logprob=-0.00031472807), TopLogprob(token=' ""', bytes=[32, 34], logprob=-8.195927), TopLogprob(token=' ', bytes=[32], logprob=-11.372217), TopLogprob(token=' Nick', bytes=[32, 78, 105, 99, 107], logprob=-12.056482), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-12.153366)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.005563025, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.005563025), TopLogprob(token='.\n\n', bytes=[46, 10, 10], logprob=-5.516113), TopLogprob(token='.\n', bytes=[46, 10], logprob=-6.651712), TopLogprob(token=' -', bytes=[32, 45], logprob=-9.26068), TopLogprob(token=',', bytes=[44], logprob=-9.596787)])]"
8,4,stand,nonIC,high_sg,Nick stood near the captain of the sailors who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Nick stood near the captain of the sailors who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Nick stood near the captain of the sailors who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Nick stood near the captain of the sailors who ___ . Options: 1) has, 2) have. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.2496957, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.2496957), TopLogprob(token='1', bytes=[49], logprob=-1.4209546), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.4354943), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.9745301), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.609292)])]"
9,5,correct,IC,high_sg,Angela corrected the secretary of the lawyers who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Angela corrected the secretary of the lawyers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Angela corrected the secretary of the lawyers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Angela corrected the secretary of the lawyers who ___ . Options: 1) has, 2) have. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.2084455, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.2084455), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.3371687), TopLogprob(token='2', bytes=[50], logprob=-1.9711027), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.0822191), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-2.1179304)])]"
10,5,gossip,nonIC,high_sg,Angela gossiped with the secretary of the lawyers who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Angela gossiped with the secretary of the lawyers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Angela gossiped with the secretary of the lawyers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Angela gossiped with the secretary of the lawyers who ___ . Options: 1) have, 2) has. Answer: ",The correct answer is 1) have.,"[ChatCompletionTokenLogprob(token='The', bytes=[84, 104, 101], logprob=-0.995177, top_logprobs=[TopLogprob(token='The', bytes=[84, 104, 101], logprob=-0.995177), TopLogprob(token='2', bytes=[50], logprob=-1.5232933), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-1.6055076), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-2.0060642), TopLogprob(token='1', bytes=[49], logprob=-2.7400901)]), ChatCompletionTokenLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.002221507, top_logprobs=[TopLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.002221507), TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-6.5026717), TopLogprob(token=' best', bytes=[32, 98, 101, 115, 116], logprob=-7.877519), TopLogprob(token=' sentence', bytes=[32, 115, 101, 110, 116, 101, 110, 99, 101], logprob=-8.022744), TopLogprob(token=' gramm', bytes=[32, 103, 114, 97, 109, 109], logprob=-12.407634)]), ChatCompletionTokenLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.020260163, top_logprobs=[TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.020260163), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-3.933285), TopLogprob(token=' choice', bytes=[32, 99, 104, 111, 105, 99, 101], logprob=-8.620312), TopLogprob(token=' response', bytes=[32, 114, 101, 115, 112, 111, 110, 115, 101], logprob=-8.812368), TopLogprob(token=' Answer', bytes=[32, 65, 110, 115, 119, 101, 114], logprob=-9.013155)]), ChatCompletionTokenLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.0014221377, top_logprobs=[TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.0014221377), TopLogprob(token=' would', bytes=[32, 119, 111, 117, 108, 100], logprob=-7.051818), TopLogprob(token=' in', bytes=[32, 105, 110], logprob=-8.131452), TopLogprob(token=' based', bytes=[32, 98, 97, 115, 101, 100], logprob=-9.151256), TopLogprob(token=' to', bytes=[32, 116, 111], logprob=-9.472339)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.11169167, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.11169167), TopLogprob(token=':', bytes=[58], logprob=-2.3856537), TopLogprob(token=' ""', bytes=[32, 34], logprob=-5.2050467), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-5.881797), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-5.9868917)]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.48666775, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.48666775), TopLogprob(token='2', bytes=[50], logprob=-0.95385754), TopLogprob(token=' ', bytes=[32], logprob=-9.719141), TopLogprob(token='3', bytes=[51], logprob=-12.273563), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-12.677162)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-3.917321e-05, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-3.917321e-05), TopLogprob(token='.', bytes=[46], logprob=-10.621863), TopLogprob(token=':', bytes=[58], logprob=-12.084584), TopLogprob(token='),', bytes=[41, 44], logprob=-13.164077), TopLogprob(token=' -', bytes=[32, 45], logprob=-13.185536)]), ChatCompletionTokenLogprob(token=' have', bytes=[32, 104, 97, 118, 101], logprob=-0.0007237526, top_logprobs=[TopLogprob(token=' have', bytes=[32, 104, 97, 118, 101], logprob=-0.0007237526), TopLogprob(token=' ""', bytes=[32, 34], logprob=-7.4033213), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-10.104129), TopLogprob(token=' has', bytes=[32, 104, 97, 115], logprob=-10.741368), TopLogprob(token=' ', bytes=[32], logprob=-11.506358)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0025070477, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0025070477), TopLogprob(token='.\n\n', bytes=[46, 10, 10], logprob=-6.8630266), TopLogprob(token='.\n', bytes=[46, 10], logprob=-7.498481), TopLogprob(token='<|end|>', bytes=None, logprob=-7.501809), TopLogprob(token=',', bytes=[44], logprob=-8.825251)])]"
