sent_id,item_id,verb,sentence_type,np_order,target,option_1,option_2,answer_option,prompt_1,prompt_2,prompt,answer,raw_probs
1,1,scold,IC,high_sg,Anna scolded the chef of the aristocrats who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Anna scolded the chef of the aristocrats who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Anna scolded the chef of the aristocrats who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Anna scolded the chef of the aristocrats who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-4.3202e-07, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-4.3202e-07), TopLogprob(token='2', bytes=[50], logprob=-15.127289), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.254717), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.086603), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.417574)])]"
2,1,study,nonIC,high_sg,Anna studied with the chef of the aristocrats who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Anna studied with the chef of the aristocrats who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Anna studied with the chef of the aristocrats who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Anna studied with the chef of the aristocrats who ___ . Options: 1) were, 2) was. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.005047556, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.005047556), TopLogprob(token='2', bytes=[50], logprob=-5.2913747), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.36438), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.243244), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.777134)])]"
3,2,stare,IC,high_sg,John stared at the teacher of the second graders who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: John stared at the teacher of the second graders who ___ . Options: 1) was, 2) were. Answer: ","Sentence: John stared at the teacher of the second graders who ___ . Options: 1) were, 2) was. Answer: ","Sentence: John stared at the teacher of the second graders who ___ . Options: 1) were, 2) was. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.026422566, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.026422566), TopLogprob(token='1', bytes=[49], logprob=-3.6467228), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.112776), TopLogprob(token='(', bytes=[40], logprob=-18.461683), TopLogprob(token='Two', bytes=[84, 119, 111], logprob=-19.193813)])]"
4,2,live,nonIC,high_sg,John lived next to the teacher of the second graders who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: John lived next to the teacher of the second graders who ___ . Options: 1) was, 2) were. Answer: ","Sentence: John lived next to the teacher of the second graders who ___ . Options: 1) were, 2) was. Answer: ","Sentence: John lived next to the teacher of the second graders who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-5.5122365e-07, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-5.5122365e-07), TopLogprob(token='2', bytes=[50], logprob=-15.310109), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-15.743726), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.328295), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-16.939339)])]"
5,3,assist,IC,high_sg,Jenny assisted the maid of the executives who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Jenny assisted the maid of the executives who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Jenny assisted the maid of the executives who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Jenny assisted the maid of the executives who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.20195128, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.20195128), TopLogprob(token='2', bytes=[50], logprob=-1.6990063), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.535421), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.50695), TopLogprob(token=' ', bytes=[32], logprob=-19.791761)])]"
6,3,joke,nonIC,high_sg,Jenny joked with the maid of the executives who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Jenny joked with the maid of the executives who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Jenny joked with the maid of the executives who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Jenny joked with the maid of the executives who ___ . Options: 1) were, 2) was. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-5.0139948e-05, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-5.0139948e-05), TopLogprob(token='2', bytes=[50], logprob=-9.901757), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.887465), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-18.260708), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.173954)])]"
7,4,trust,IC,high_sg,Nick trusted the captain of the sailors who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Nick trusted the captain of the sailors who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Nick trusted the captain of the sailors who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Nick trusted the captain of the sailors who ___ . Options: 1) have, 2) has. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0005645882, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0005645882), TopLogprob(token='1', bytes=[49], logprob=-7.479954), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.13578), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.51727), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.913006)])]"
8,4,stand,nonIC,high_sg,Nick stood near the captain of the sailors who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Nick stood near the captain of the sailors who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Nick stood near the captain of the sailors who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Nick stood near the captain of the sailors who ___ . Options: 1) has, 2) have. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.21569979, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.21569979), TopLogprob(token='1', bytes=[49], logprob=-1.6397797), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.27848), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.922758), TopLogprob(token=' ', bytes=[32], logprob=-19.975878)])]"
9,5,correct,IC,high_sg,Angela corrected the secretary of the lawyers who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Angela corrected the secretary of the lawyers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Angela corrected the secretary of the lawyers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Angela corrected the secretary of the lawyers who ___ . Options: 1) has, 2) have. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.002423218, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.002423218), TopLogprob(token='1', bytes=[49], logprob=-6.0239115), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.21235), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.669104), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.111794)])]"
10,5,gossip,nonIC,high_sg,Angela gossiped with the secretary of the lawyers who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Angela gossiped with the secretary of the lawyers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Angela gossiped with the secretary of the lawyers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Angela gossiped with the secretary of the lawyers who ___ . Options: 1) have, 2) has. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.14818297, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.14818297), TopLogprob(token='2', bytes=[50], logprob=-1.982484), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.544477), TopLogprob(token='has', bytes=[104, 97, 115], logprob=-17.995401), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.353104)])]"
