item_id,sentence_type,target,option,alt_option,prompt,alt_prompt,answer_option,answer,raw_probs
1,IC,Anna scolded the chef of the aristocrats who ___ .,"1) was, 2) were","1) were, 2) was","Sentence: Anna scolded the chef of the aristocrats who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Anna scolded the chef of the aristocrats who ___ . Options: 1) were, 2) was. Answer: ","1) was, 2) were",Answer: 1) was,"[ChatCompletionTokenLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-0.49274644, top_logprobs=[TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-0.49274644), TopLogprob(token='1', bytes=[49], logprob=-1.7155191), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-2.3424282), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.4886208), TopLogprob(token='2', bytes=[50], logprob=-3.6673622)]), ChatCompletionTokenLogprob(token=':', bytes=[58], logprob=-4.246537e-06, top_logprobs=[TopLogprob(token=':', bytes=[58], logprob=-4.246537e-06), TopLogprob(token=' ', bytes=[32], logprob=-12.550705), TopLogprob(token=' :', bytes=[32, 58], logprob=-15.382656), TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-15.409958), TopLogprob(token=' options', bytes=[32, 111, 112, 116, 105, 111, 110, 115], logprob=-16.463224)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.0007954509, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.0007954509), TopLogprob(token=' \n\n', bytes=[32, 10, 10], logprob=-7.948387), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-8.926197), TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-9.246218), TopLogprob(token=' \n', bytes=[32, 10], logprob=-9.663912)]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.002257072, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.002257072), TopLogprob(token='2', bytes=[50], logprob=-6.192837), TopLogprob(token=' ', bytes=[32], logprob=-8.52167), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-11.81882), TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-13.696908)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.00047368708, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.00047368708), TopLogprob(token='<|end|>', bytes=None, logprob=-8.120341), TopLogprob(token=' (', bytes=[32, 40], logprob=-9.221285), TopLogprob(token='.', bytes=[46], logprob=-9.897762), TopLogprob(token=').', bytes=[41, 46], logprob=-11.894489)]), ChatCompletionTokenLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.0001245157, top_logprobs=[TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.0001245157), TopLogprob(token=' Anna', bytes=[32, 65, 110, 110, 97], logprob=-9.917216), TopLogprob(token=' ', bytes=[32], logprob=-10.016896), TopLogprob(token=' ""', bytes=[32, 34], logprob=-10.8230715), TopLogprob(token='was', bytes=[119, 97, 115], logprob=-12.781945)])]"
1,nonIC,Anna studied with the chef of the aristocrats who ___ .,"1) was, 2) were","1) were, 2) was","Sentence: Anna studied with the chef of the aristocrats who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Anna studied with the chef of the aristocrats who ___ . Options: 1) were, 2) was. Answer: ","1) were, 2) was",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.5573542, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.5573542), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.854603), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.9721186), TopLogprob(token='1', bytes=[49], logprob=-2.5902827), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.987923)])]"
2,IC,John stared at the teacher of the second graders who ___ .,"1) was, 2) were","1) were, 2) was","Sentence: John stared at the teacher of the second graders who ___ . Options: 1) was, 2) were. Answer: ","Sentence: John stared at the teacher of the second graders who ___ . Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.0818788, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.0818788), TopLogprob(token='2', bytes=[50], logprob=-1.1804506), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.9987146), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.261074), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-2.318779)])]"
2,nonIC,John lived next to the teacher of the second graders who ___ .,"1) was, 2) were","1) were, 2) was","Sentence: John lived next to the teacher of the second graders who ___ . Options: 1) was, 2) were. Answer: ","Sentence: John lived next to the teacher of the second graders who ___ . Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.80415606, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.80415606), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.1327465), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.8951976), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-3.0502307), TopLogprob(token='2', bytes=[50], logprob=-3.5692928)])]"
3,IC,Jenny assisted the maid of the executives who ___ .,"1) was, 2) were","1) were, 2) was","Sentence: Jenny assisted the maid of the executives who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Jenny assisted the maid of the executives who ___ . Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.31112853, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.31112853), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-2.0046291), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.4747257), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-3.6775055), TopLogprob(token='2', bytes=[50], logprob=-4.285019)])]"
3,nonIC,Jenny joked with the maid of the executives who ___ .,"1) was, 2) were","1) were, 2) was","Sentence: Jenny joked with the maid of the executives who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Jenny joked with the maid of the executives who ___ . Options: 1) were, 2) was. Answer: ","1) was, 2) were",Answer: 1) was,"[ChatCompletionTokenLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-0.69121665, top_logprobs=[TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-0.69121665), TopLogprob(token='1', bytes=[49], logprob=-0.9573814), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-2.7150013), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-3.2469323), TopLogprob(token='2', bytes=[50], logprob=-4.9280405)]), ChatCompletionTokenLogprob(token=':', bytes=[58], logprob=-4.4849444e-06, top_logprobs=[TopLogprob(token=':', bytes=[58], logprob=-4.4849444e-06), TopLogprob(token=' ', bytes=[32], logprob=-12.480836), TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-14.831948), TopLogprob(token=' :', bytes=[32, 58], logprob=-15.583943), TopLogprob(token=' options', bytes=[32, 111, 112, 116, 105, 111, 110, 115], logprob=-16.73349)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.00038550937, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.00038550937), TopLogprob(token=' \n\n', bytes=[32, 10, 10], logprob=-8.339273), TopLogprob(token=' \n', bytes=[32, 10], logprob=-9.667883), TopLogprob(token=' Option', bytes=[32, 79, 112, 116, 105, 111, 110], logprob=-11.064178), TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-11.208956)]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.0051390002, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.0051390002), TopLogprob(token='2', bytes=[50], logprob=-5.3422894), TopLogprob(token=' ', bytes=[32], logprob=-7.9929433), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-13.231479), TopLogprob(token=' ""', bytes=[32, 34], logprob=-15.343654)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.0040241377, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.0040241377), TopLogprob(token='<|end|>', bytes=None, logprob=-5.6376834), TopLogprob(token=' (', bytes=[32, 40], logprob=-8.361185), TopLogprob(token='.', bytes=[46], logprob=-8.618423), TopLogprob(token=' -', bytes=[32, 45], logprob=-10.979949)]), ChatCompletionTokenLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.00020687809, top_logprobs=[TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.00020687809), TopLogprob(token=' ', bytes=[32], logprob=-9.261653), TopLogprob(token=' ""', bytes=[32, 34], logprob=-10.058127), TopLogprob(token=' Jenny', bytes=[32, 74, 101, 110, 110, 121], logprob=-10.080802), TopLogprob(token='was', bytes=[119, 97, 115], logprob=-11.7471)])]"
4,IC,Nick trusted the captain of the sailors who ___ .,"1) has, 2) have","1) have, 2) has","Sentence: Nick trusted the captain of the sailors who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Nick trusted the captain of the sailors who ___ . Options: 1) have, 2) has. Answer: ","1) have, 2) has",The correct answer is 1) have.,"[ChatCompletionTokenLogprob(token='The', bytes=[84, 104, 101], logprob=-0.6377089, top_logprobs=[TopLogprob(token='The', bytes=[84, 104, 101], logprob=-0.6377089), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.6441863), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.2066615), TopLogprob(token='1', bytes=[49], logprob=-2.2714674), TopLogprob(token='2', bytes=[50], logprob=-3.1437418)]), ChatCompletionTokenLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.0022149656, top_logprobs=[TopLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.0022149656), TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-7.0988297), TopLogprob(token=' sentence', bytes=[32, 115, 101, 110, 116, 101, 110, 99, 101], logprob=-7.287604), TopLogprob(token=' best', bytes=[32, 98, 101, 115, 116], logprob=-7.3005586), TopLogprob(token=' appropriate', bytes=[32, 97, 112, 112, 114, 111, 112, 114, 105, 97, 116, 101], logprob=-11.907796)]), ChatCompletionTokenLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.020316696, top_logprobs=[TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.020316696), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-3.9347224), TopLogprob(token=' response', bytes=[32, 114, 101, 115, 112, 111, 110, 115, 101], logprob=-8.6116085), TopLogprob(token=' choice', bytes=[32, 99, 104, 111, 105, 99, 101], logprob=-8.668543), TopLogprob(token=' Answer', bytes=[32, 65, 110, 115, 119, 101, 114], logprob=-8.780987)]), ChatCompletionTokenLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.0017619288, top_logprobs=[TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.0017619288), TopLogprob(token=' would', bytes=[32, 119, 111, 117, 108, 100], logprob=-6.873077), TopLogprob(token=' in', bytes=[32, 105, 110], logprob=-8.329926), TopLogprob(token=' based', bytes=[32, 98, 97, 115, 101, 100], logprob=-8.586113), TopLogprob(token=' to', bytes=[32, 116, 111], logprob=-8.687252)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.14361197, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.14361197), TopLogprob(token=':', bytes=[58], logprob=-2.1649418), TopLogprob(token=' ""', bytes=[32, 34], logprob=-5.100689), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-5.200182), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-5.6078777)]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.46217957, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.46217957), TopLogprob(token='2', bytes=[50], logprob=-0.9943279), TopLogprob(token=' ', bytes=[32], logprob=-9.218187), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-11.87126), TopLogprob(token='3', bytes=[51], logprob=-12.597315)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-5.121278e-05, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-5.121278e-05), TopLogprob(token='.', bytes=[46], logprob=-10.558294), TopLogprob(token=':', bytes=[58], logprob=-11.323822), TopLogprob(token=',', bytes=[44], logprob=-12.769714), TopLogprob(token=' -', bytes=[32, 45], logprob=-12.856365)]), ChatCompletionTokenLogprob(token=' have', bytes=[32, 104, 97, 118, 101], logprob=-0.0014737952, top_logprobs=[TopLogprob(token=' have', bytes=[32, 104, 97, 118, 101], logprob=-0.0014737952), TopLogprob(token=' ""', bytes=[32, 34], logprob=-6.7584033), TopLogprob(token=' Nick', bytes=[32, 78, 105, 99, 107], logprob=-8.7821665), TopLogprob(token=' has', bytes=[32, 104, 97, 115], logprob=-10.10274), TopLogprob(token=' ', bytes=[32], logprob=-10.423032)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0035201292, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0035201292), TopLogprob(token='.\n\n', bytes=[46, 10, 10], logprob=-6.3069887), TopLogprob(token='.\n', bytes=[46, 10], logprob=-6.81339), TopLogprob(token=',', bytes=[44], logprob=-8.610737), TopLogprob(token='<|end|>', bytes=None, logprob=-8.671707)])]"
4,nonIC,Nick stood near the captain of the sailors who ___ .,"1) has, 2) have","1) have, 2) has","Sentence: Nick stood near the captain of the sailors who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Nick stood near the captain of the sailors who ___ . Options: 1) have, 2) has. Answer: ","1) has, 2) have",The correct answer is 2) have.,"[ChatCompletionTokenLogprob(token='The', bytes=[84, 104, 101], logprob=-1.0000691, top_logprobs=[TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.0000691), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-1.524857), TopLogprob(token='1', bytes=[49], logprob=-1.7993169), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-2.0015855), TopLogprob(token='2', bytes=[50], logprob=-2.317696)]), ChatCompletionTokenLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.002818551, top_logprobs=[TopLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.002818551), TopLogprob(token=' best', bytes=[32, 98, 101, 115, 116], logprob=-6.6920466), TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-6.987495), TopLogprob(token=' sentence', bytes=[32, 115, 101, 110, 116, 101, 110, 99, 101], logprob=-7.3769183), TopLogprob(token=' appropriate', bytes=[32, 97, 112, 112, 114, 111, 112, 114, 105, 97, 116, 101], logprob=-11.915647)]), ChatCompletionTokenLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.017697617, top_logprobs=[TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.017697617), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-4.073892), TopLogprob(token=' response', bytes=[32, 114, 101, 115, 112, 111, 110, 115, 101], logprob=-8.437356), TopLogprob(token=' Answer', bytes=[32, 65, 110, 115, 119, 101, 114], logprob=-8.804482), TopLogprob(token=' choice', bytes=[32, 99, 104, 111, 105, 99, 101], logprob=-8.989745)]), ChatCompletionTokenLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.0015011752, top_logprobs=[TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.0015011752), TopLogprob(token=' would', bytes=[32, 119, 111, 117, 108, 100], logprob=-7.0228786), TopLogprob(token=' in', bytes=[32, 105, 110], logprob=-8.348175), TopLogprob(token=' based', bytes=[32, 98, 97, 115, 101, 100], logprob=-8.976213), TopLogprob(token=' to', bytes=[32, 116, 111], logprob=-8.993578)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.15652592, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.15652592), TopLogprob(token=':', bytes=[58], logprob=-2.043895), TopLogprob(token=' ""', bytes=[32, 34], logprob=-5.2376895), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-5.551288), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-5.732433)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.03711184, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.03711184), TopLogprob(token='1', bytes=[49], logprob=-3.3142781), TopLogprob(token=' ', bytes=[32], logprob=-9.904992), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-11.883744), TopLogprob(token='3', bytes=[51], logprob=-12.468801)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-9.376849e-05, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-9.376849e-05), TopLogprob(token='.', bytes=[46], logprob=-9.640633), TopLogprob(token=':', bytes=[58], logprob=-11.074739), TopLogprob(token=' -', bytes=[32, 45], logprob=-12.468117), TopLogprob(token=',', bytes=[44], logprob=-13.314693)]), ChatCompletionTokenLogprob(token=' have', bytes=[32, 104, 97, 118, 101], logprob=-0.0002518032, top_logprobs=[TopLogprob(token=' have', bytes=[32, 104, 97, 118, 101], logprob=-0.0002518032), TopLogprob(token=' ""', bytes=[32, 34], logprob=-8.47385), TopLogprob(token=' ', bytes=[32], logprob=-11.659729), TopLogprob(token=' has', bytes=[32, 104, 97, 115], logprob=-11.831913), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-12.009207)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.036008153, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.036008153), TopLogprob(token='.\n\n', bytes=[46, 10, 10], logprob=-3.6468518), TopLogprob(token='.\n', bytes=[46, 10], logprob=-4.7213836), TopLogprob(token=' -', bytes=[32, 45], logprob=-8.849734), TopLogprob(token=',', bytes=[44], logprob=-9.624358)])]"
5,IC,Angela corrected the secretary of the lawyers who ___ .,"1) has, 2) have","1) have, 2) has","Sentence: Angela corrected the secretary of the lawyers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Angela corrected the secretary of the lawyers who ___ . Options: 1) have, 2) has. Answer: ","1) have, 2) has",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.0857862, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.0857862), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.4084123), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.4189943), TopLogprob(token='1', bytes=[49], logprob=-2.3366714), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.9218879)])]"
5,nonIC,Angela gossiped with the secretary of the lawyers who ___ .,"1) has, 2) have","1) have, 2) has","Sentence: Angela gossiped with the secretary of the lawyers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Angela gossiped with the secretary of the lawyers who ___ . Options: 1) have, 2) has. Answer: ","1) has, 2) have",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.45804486, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.45804486), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.5762357), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-2.801747), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-3.0705574), TopLogprob(token='2', bytes=[50], logprob=-3.1440704)])]"
