item_id,sentence_type,target,option,alt_option,prompt,alt_prompt,answer_option,answer,raw_probs
1,IC,Anna scolded the chef of the aristocrats who ___ routinely letting food go to waste.,"1) was, 2) were","1) were, 2) was","Sentence: Anna scolded the chef of the aristocrats who ___ routinely letting food go to waste. Options: 1) was, 2) were. Answer: ","Sentence: Anna scolded the chef of the aristocrats who ___ routinely letting food go to waste. Options: 1) were, 2) was. Answer: ","1) were, 2) was",The correct answer is 1) were.,"[ChatCompletionTokenLogprob(token='The', bytes=[84, 104, 101], logprob=-0.68507123, top_logprobs=[TopLogprob(token='The', bytes=[84, 104, 101], logprob=-0.68507123), TopLogprob(token='1', bytes=[49], logprob=-1.5499127), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.1061566), TopLogprob(token='2', bytes=[50], logprob=-2.1082757), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-4.6449785)]), ChatCompletionTokenLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.024686374, top_logprobs=[TopLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.024686374), TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-3.8792205), TopLogprob(token=' best', bytes=[32, 98, 101, 115, 116], logprob=-5.7286277), TopLogprob(token=' sentence', bytes=[32, 115, 101, 110, 116, 101, 110, 99, 101], logprob=-7.882459), TopLogprob(token=' missing', bytes=[32, 109, 105, 115, 115, 105, 110, 103], logprob=-10.12212)]), ChatCompletionTokenLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.032801148, top_logprobs=[TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.032801148), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-3.4611497), TopLogprob(token=' word', bytes=[32, 119, 111, 114, 100], logprob=-7.724234), TopLogprob(token=' response', bytes=[32, 114, 101, 115, 112, 111, 110, 115, 101], logprob=-8.306179), TopLogprob(token=' choice', bytes=[32, 99, 104, 111, 105, 99, 101], logprob=-9.27285)]), ChatCompletionTokenLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.0007507825, top_logprobs=[TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.0007507825), TopLogprob(token=' for', bytes=[32, 102, 111, 114], logprob=-8.283963), TopLogprob(token=' would', bytes=[32, 119, 111, 117, 108, 100], logprob=-8.38322), TopLogprob(token=' in', bytes=[32, 105, 110], logprob=-9.128058), TopLogprob(token=' to', bytes=[32, 116, 111], logprob=-9.284772)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.072969384, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.072969384), TopLogprob(token=':', bytes=[58], logprob=-2.9061928), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-4.986765), TopLogprob(token=' ""', bytes=[32, 34], logprob=-5.3676014), TopLogprob(token=' Option', bytes=[32, 79, 112, 116, 105, 111, 110], logprob=-6.1558666)]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.025669469, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.025669469), TopLogprob(token='2', bytes=[50], logprob=-3.675652), TopLogprob(token=' ', bytes=[32], logprob=-11.827583), TopLogprob(token='3', bytes=[51], logprob=-13.754925), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-14.302507)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-1.3306016e-05, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-1.3306016e-05), TopLogprob(token='.', bytes=[46], logprob=-11.596701), TopLogprob(token=':', bytes=[58], logprob=-13.870562), TopLogprob(token=' -', bytes=[32, 45], logprob=-14.223253), TopLogprob(token=' (', bytes=[32, 40], logprob=-14.263266)]), ChatCompletionTokenLogprob(token=' were', bytes=[32, 119, 101, 114, 101], logprob=-0.0029016396, top_logprobs=[TopLogprob(token=' were', bytes=[32, 119, 101, 114, 101], logprob=-0.0029016396), TopLogprob(token=' ""', bytes=[32, 34], logprob=-6.0117497), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-7.9083333), TopLogprob(token=' *', bytes=[32, 42], logprob=-10.875709), TopLogprob(token='were', bytes=[119, 101, 114, 101], logprob=-11.016204)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0012818992, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0012818992), TopLogprob(token='.\n\n', bytes=[46, 10, 10], logprob=-8.057613), TopLogprob(token='.\n', bytes=[46, 10], logprob=-8.072971), TopLogprob(token=',', bytes=[44], logprob=-8.481111), TopLogprob(token=' -', bytes=[32, 45], logprob=-8.517549)])]"
1,nonIC,Anna studied with the chef of the aristocrats who ___ routinely letting food go to waste.,"1) was, 2) were","1) were, 2) was","Sentence: Anna studied with the chef of the aristocrats who ___ routinely letting food go to waste. Options: 1) was, 2) were. Answer: ","Sentence: Anna studied with the chef of the aristocrats who ___ routinely letting food go to waste. Options: 1) were, 2) was. Answer: ","1) were, 2) was",The correct answer is 1) were.,"[ChatCompletionTokenLogprob(token='The', bytes=[84, 104, 101], logprob=-0.61571807, top_logprobs=[TopLogprob(token='The', bytes=[84, 104, 101], logprob=-0.61571807), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-1.6421177), TopLogprob(token='2', bytes=[50], logprob=-1.8671868), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-2.5509923), TopLogprob(token='1', bytes=[49], logprob=-3.8369133)]), ChatCompletionTokenLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.01153899, top_logprobs=[TopLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.01153899), TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-4.722015), TopLogprob(token=' best', bytes=[32, 98, 101, 115, 116], logprob=-6.0138164), TopLogprob(token=' sentence', bytes=[32, 115, 101, 110, 116, 101, 110, 99, 101], logprob=-9.078495), TopLogprob(token=' word', bytes=[32, 119, 111, 114, 100], logprob=-12.502277)]), ChatCompletionTokenLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.011599795, top_logprobs=[TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.011599795), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-4.478931), TopLogprob(token=' word', bytes=[32, 119, 111, 114, 100], logprob=-9.403792), TopLogprob(token=' response', bytes=[32, 114, 101, 115, 112, 111, 110, 115, 101], logprob=-9.877147), TopLogprob(token=' choice', bytes=[32, 99, 104, 111, 105, 99, 101], logprob=-10.425487)]), ChatCompletionTokenLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.00036275614, top_logprobs=[TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.00036275614), TopLogprob(token=' for', bytes=[32, 102, 111, 114], logprob=-8.960489), TopLogprob(token=' would', bytes=[32, 119, 111, 117, 108, 100], logprob=-9.108395), TopLogprob(token=' to', bytes=[32, 116, 111], logprob=-9.80698), TopLogprob(token=' in', bytes=[32, 105, 110], logprob=-10.129738)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.034251813, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.034251813), TopLogprob(token=':', bytes=[58], logprob=-3.511009), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-6.5101695), TopLogprob(token=' ""', bytes=[32, 34], logprob=-6.654985), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-7.698026)]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.17579913, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.17579913), TopLogprob(token='2', bytes=[50], logprob=-1.8251426), TopLogprob(token=' ', bytes=[32], logprob=-11.054942), TopLogprob(token='3', bytes=[51], logprob=-13.2286825), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-14.8263445)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-1.0206721e-05, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-1.0206721e-05), TopLogprob(token='.', bytes=[46], logprob=-12.048936), TopLogprob(token=':', bytes=[58], logprob=-13.515597), TopLogprob(token=' -', bytes=[32, 45], logprob=-14.241124), TopLogprob(token='),', bytes=[41, 44], logprob=-14.592206)]), ChatCompletionTokenLogprob(token=' were', bytes=[32, 119, 101, 114, 101], logprob=-0.002938833, top_logprobs=[TopLogprob(token=' were', bytes=[32, 119, 101, 114, 101], logprob=-0.002938833), TopLogprob(token=' ""', bytes=[32, 34], logprob=-5.9223704), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-8.582588), TopLogprob(token='were', bytes=[119, 101, 114, 101], logprob=-11.103306), TopLogprob(token=' *', bytes=[32, 42], logprob=-11.240715)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0012309459, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0012309459), TopLogprob(token='.\n', bytes=[46, 10], logprob=-8.18785), TopLogprob(token=' -', bytes=[32, 45], logprob=-8.41058), TopLogprob(token=',', bytes=[44], logprob=-8.484066), TopLogprob(token='<|end|>', bytes=None, logprob=-8.485827)])]"
2,IC,John stared at the teacher of the second graders who ___ definitely smartest in the school.,"1) was, 2) were","1) were, 2) was","Sentence: John stared at the teacher of the second graders who ___ definitely smartest in the school. Options: 1) was, 2) were. Answer: ","Sentence: John stared at the teacher of the second graders who ___ definitely smartest in the school. Options: 1) were, 2) was. Answer: ","1) was, 2) were",The correct answer is 1) was.,"[ChatCompletionTokenLogprob(token='The', bytes=[84, 104, 101], logprob=-1.2557999, top_logprobs=[TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.2557999), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.3542095), TopLogprob(token='1', bytes=[49], logprob=-1.4934956), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-1.5335137), TopLogprob(token='2', bytes=[50], logprob=-4.3514075)]), ChatCompletionTokenLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.014712105, top_logprobs=[TopLogprob(token=' correct', bytes=[32, 99, 111, 114, 114, 101, 99, 116], logprob=-0.014712105), TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-4.501445), TopLogprob(token=' best', bytes=[32, 98, 101, 115, 116], logprob=-5.746562), TopLogprob(token=' sentence', bytes=[32, 115, 101, 110, 116, 101, 110, 99, 101], logprob=-8.286937), TopLogprob(token=' missing', bytes=[32, 109, 105, 115, 115, 105, 110, 103], logprob=-10.43156)]), ChatCompletionTokenLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.048083168, top_logprobs=[TopLogprob(token=' answer', bytes=[32, 97, 110, 115, 119, 101, 114], logprob=-0.048083168), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-3.0749156), TopLogprob(token=' word', bytes=[32, 119, 111, 114, 100], logprob=-7.5464697), TopLogprob(token=' choice', bytes=[32, 99, 104, 111, 105, 99, 101], logprob=-9.436639), TopLogprob(token=' response', bytes=[32, 114, 101, 115, 112, 111, 110, 115, 101], logprob=-9.516128)]), ChatCompletionTokenLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.00057971966, top_logprobs=[TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-0.00057971966), TopLogprob(token=' for', bytes=[32, 102, 111, 114], logprob=-8.268511), TopLogprob(token=' would', bytes=[32, 119, 111, 117, 108, 100], logprob=-8.705208), TopLogprob(token=' to', bytes=[32, 116, 111], logprob=-9.534449), TopLogprob(token=' in', bytes=[32, 105, 110], logprob=-9.922083)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.052593663, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.052593663), TopLogprob(token=':', bytes=[58], logprob=-3.1711125), TopLogprob(token=' option', bytes=[32, 111, 112, 116, 105, 111, 110], logprob=-5.6380677), TopLogprob(token=' ""', bytes=[32, 34], logprob=-5.7780995), TopLogprob(token=' Option', bytes=[32, 79, 112, 116, 105, 111, 110], logprob=-6.709044)]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.0035311787, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.0035311787), TopLogprob(token='2', bytes=[50], logprob=-5.651282), TopLogprob(token=' ', bytes=[32], logprob=-11.53052), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-13.688203), TopLogprob(token=' ""', bytes=[32, 34], logprob=-14.439002)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-5.080963e-06, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-5.080963e-06), TopLogprob(token='.', bytes=[46], logprob=-12.678283), TopLogprob(token=':', bytes=[58], logprob=-14.461425), TopLogprob(token=' -', bytes=[32, 45], logprob=-14.927514), TopLogprob(token='),', bytes=[41, 44], logprob=-15.081557)]), ChatCompletionTokenLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.0012585645, top_logprobs=[TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.0012585645), TopLogprob(token=' ""', bytes=[32, 34], logprob=-6.733623), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-9.872463), TopLogprob(token=' John', bytes=[32, 74, 111, 104, 110], logprob=-12.160957), TopLogprob(token=' ', bytes=[32], logprob=-12.676352)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0012901169, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0012901169), TopLogprob(token='<|end|>', bytes=None, logprob=-7.513528), TopLogprob(token='.\n', bytes=[46, 10], logprob=-8.050866), TopLogprob(token='.\n\n', bytes=[46, 10, 10], logprob=-8.684292), TopLogprob(token=' -', bytes=[32, 45], logprob=-9.019837)])]"
2,nonIC,John lived next to the teacher of the second graders who ___ definitely smartest in the school.,"1) was, 2) were","1) were, 2) was","Sentence: John lived next to the teacher of the second graders who ___ definitely smartest in the school. Options: 1) was, 2) were. Answer: ","Sentence: John lived next to the teacher of the second graders who ___ definitely smartest in the school. Options: 1) were, 2) was. Answer: ","1) were, 2) was",2) was,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.6968295, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.6968295), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.064492), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.6224487), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-2.8288944), TopLogprob(token='was', bytes=[119, 97, 115], logprob=-4.519646)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.13443309, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.13443309), TopLogprob(token='<|end|>', bytes=None, logprob=-2.0983403), TopLogprob(token='.', bytes=[46], logprob=-6.0021224), TopLogprob(token=' (', bytes=[32, 40], logprob=-8.004893), TopLogprob(token=' -', bytes=[32, 45], logprob=-8.645181)]), ChatCompletionTokenLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.000121542944, top_logprobs=[TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-0.000121542944), TopLogprob(token=' ""', bytes=[32, 34], logprob=-9.856137), TopLogprob(token=' Was', bytes=[32, 87, 97, 115], logprob=-10.368045), TopLogprob(token=' ', bytes=[32], logprob=-10.843028), TopLogprob(token='was', bytes=[119, 97, 115], logprob=-11.48379)])]"
3,IC,Jenny assisted the maid of the executives who ___ regularly late to work.,"1) was, 2) were","1) were, 2) was","Sentence: Jenny assisted the maid of the executives who ___ regularly late to work. Options: 1) was, 2) were. Answer: ","Sentence: Jenny assisted the maid of the executives who ___ regularly late to work. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.7835407, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.7835407), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-1.5508137), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.6167717), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-2.3139133), TopLogprob(token='2', bytes=[50], logprob=-4.0790787)])]"
3,nonIC,Jenny joked with the maid of the executives who were regularly late to work.,"1) was, 2) were","1) were, 2) was","Sentence: Jenny joked with the maid of the executives who were regularly late to work. Options: 1) was, 2) were. Answer: ","Sentence: Jenny joked with the maid of the executives who were regularly late to work. Options: 1) were, 2) was. Answer: ","1) was, 2) were",2) were,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.88269013, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.88269013), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-1.1816671), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-2.2504385), TopLogprob(token='1', bytes=[49], logprob=-2.6504667), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-2.7447946)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.41509223, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.41509223), TopLogprob(token='<|end|>', bytes=None, logprob=-1.0993669), TopLogprob(token='.', bytes=[46], logprob=-5.5022507), TopLogprob(token=' (', bytes=[32, 40], logprob=-6.363263), TopLogprob(token=' -', bytes=[32, 45], logprob=-7.3415127)]), ChatCompletionTokenLogprob(token=' were', bytes=[32, 119, 101, 114, 101], logprob=-0.0002939903, top_logprobs=[TopLogprob(token=' were', bytes=[32, 119, 101, 114, 101], logprob=-0.0002939903), TopLogprob(token=' Were', bytes=[32, 87, 101, 114, 101], logprob=-8.479479), TopLogprob(token=' ""', bytes=[32, 34], logprob=-9.625544), TopLogprob(token=' ', bytes=[32], logprob=-11.764988), TopLogprob(token='were', bytes=[119, 101, 114, 101], logprob=-11.882414)])]"
4,IC,Nick trusted the captain of the sailors who ___ consistently weathered big storms.,"1) has, 2) have","1) have, 2) has","Sentence: Nick trusted the captain of the sailors who ___ consistently weathered big storms. Options: 1) has, 2) have. Answer: ","Sentence: Nick trusted the captain of the sailors who ___ consistently weathered big storms. Options: 1) have, 2) has. Answer: ","1) has, 2) have",Option 1) has,"[ChatCompletionTokenLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-1.3513639, top_logprobs=[TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-1.3513639), TopLogprob(token='1', bytes=[49], logprob=-1.4017217), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-1.4117506), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-2.0106332), TopLogprob(token='2', bytes=[50], logprob=-2.3939245)]), ChatCompletionTokenLogprob(token=' ', bytes=[32], logprob=-0.0055276924, top_logprobs=[TopLogprob(token=' ', bytes=[32], logprob=-0.0055276924), TopLogprob(token=':', bytes=[58], logprob=-5.2068443), TopLogprob(token=' ""', bytes=[32, 34], logprob=-11.198475), TopLogprob(token='1', bytes=[49], logprob=-12.216492), TopLogprob(token=' **', bytes=[32, 42, 42], logprob=-12.68425)]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.10371499, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.10371499), TopLogprob(token='2', bytes=[50], logprob=-2.3176413), TopLogprob(token=' ', bytes=[32], logprob=-11.728988), TopLogprob(token='3', bytes=[51], logprob=-12.748086), TopLogprob(token='4', bytes=[52], logprob=-14.501615)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.19030687, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.19030687), TopLogprob(token=':', bytes=[58], logprob=-1.7576745), TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-7.64231), TopLogprob(token=' -', bytes=[32, 45], logprob=-9.380889), TopLogprob(token='.', bytes=[46], logprob=-9.562217)]), ChatCompletionTokenLogprob(token=' has', bytes=[32, 104, 97, 115], logprob=-0.0031663142, top_logprobs=[TopLogprob(token=' has', bytes=[32, 104, 97, 115], logprob=-0.0031663142), TopLogprob(token=' ""', bytes=[32, 34], logprob=-5.8641815), TopLogprob(token=' ', bytes=[32], logprob=-8.641672), TopLogprob(token=' Nick', bytes=[32, 78, 105, 99, 107], logprob=-9.072004), TopLogprob(token=' have', bytes=[32, 104, 97, 118, 101], logprob=-11.560745)])]"
4,nonIC,Nick stood near the captain of the sailors who ___ consistently weathered big storms.,"1) has, 2) have","1) have, 2) has","Sentence: Nick stood near the captain of the sailors who ___ consistently weathered big storms. Options: 1) has, 2) have. Answer: ","Sentence: Nick stood near the captain of the sailors who ___ consistently weathered big storms. Options: 1) have, 2) has. Answer: ","1) have, 2) has",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.0314162, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.0314162), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.1311209), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-1.8171332), TopLogprob(token='1', bytes=[49], logprob=-2.9758685), TopLogprob(token='Nick', bytes=[78, 105, 99, 107], logprob=-3.1101267)])]"
5,IC,Angela corrected the secretary of the lawyers who ___ occasionally made small mistakes.,"1) has, 2) have","1) have, 2) has","Sentence: Angela corrected the secretary of the lawyers who ___ occasionally made small mistakes. Options: 1) has, 2) have. Answer: ","Sentence: Angela corrected the secretary of the lawyers who ___ occasionally made small mistakes. Options: 1) have, 2) has. Answer: ","1) have, 2) has",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.55654174, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.55654174), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-1.6227267), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-2.5771487), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-2.7741015), TopLogprob(token='1', bytes=[49], logprob=-3.1530383)])]"
5,nonIC,Angela gossiped with the secretary of the lawyers who ___ occasionally made small mistakes.,"1) has, 2) have","1) have, 2) has","Sentence: Angela gossiped with the secretary of the lawyers who ___ occasionally made small mistakes. Options: 1) has, 2) have. Answer: ","Sentence: Angela gossiped with the secretary of the lawyers who ___ occasionally made small mistakes. Options: 1) have, 2) has. Answer: ","1) has, 2) have",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.6403029, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.6403029), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-1.7594473), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-2.3177931), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-2.3750823), TopLogprob(token='2', bytes=[50], logprob=-2.5383074)])]"
